Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-06-20,450.7511291503906,450.7511291503906,439.4823509216308,450.7511291503906,113000,0.0,0.0
2000-06-21,450.75115497295667,585.9765014648436,450.75115497295667,585.9765014648438,566000,0.0,0.0
2000-06-22,608.5140795437794,664.8579757978331,585.976521042158,597.2453002929688,1377000,0.0,0.0
2000-06-23,563.4389674409906,574.7077467898105,529.6326293945312,529.6326293945312,399000,0.0,0.0
2000-06-26,529.6326293945312,585.9765261386303,529.6326293945312,529.6326293945312,619000,0.0,0.0
2000-06-27,540.9013884171195,585.9765041185461,518.3638305664062,518.3638305664062,887500,0.0,2.0
2000-06-28,518.3638527610085,540.9014115767045,495.8262939453125,495.8262939453125,396000,0.0,0.0
2000-06-29,518.3638527610085,518.3638527610085,495.8262939453125,495.8262939453125,225500,0.0,0.0
2000-06-30,495.8262939453125,495.8262939453125,495.8262939453125,495.8262939453125,61500,0.0,0.0
2000-07-03,468.78118707715856,468.78118707715856,437.22860717773443,437.2286071777344,311000,0.0,0.0
2000-07-04,428.2135726928711,455.2586404418945,423.70606140136715,450.7511291503906,303000,0.0,0.0
2000-07-05,450.7511725792518,495.82628983717694,450.7511725792518,468.7812194824219,1138000,0.0,0.0
2000-07-06,468.78119734221815,482.303731880936,450.7511512905944,459.76617431640625,898500,0.0,0.0
2000-07-07,459.76615173339843,459.76615173339843,446.2436178588867,450.7511291503906,225000,0.0,0.0
2000-07-10,455.25867562342177,459.7661872632576,446.24365234375006,446.24365234375,321000,0.0,0.0
2000-07-11,441.7361227671305,450.7511456807454,432.7210998535156,432.7210998535156,955500,0.0,0.0
2000-07-12,432.7211216517857,446.243656703404,432.7211216517857,441.73614501953125,363500,0.0,0.0
2000-07-13,441.73611859193784,441.73611859193784,432.72109576353097,437.2286071777344,214500,0.0,0.0
2000-07-14,432.7210998535156,437.22861131032306,432.7210998535156,432.7210998535156,20000,0.0,0.0
