Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-02-10,149.68246459960938,185.44730127385233,128.4884873111691,149.68246459960938,20.0,0.0,0.0
2006-02-13,149.6824599931825,149.6824599931825,132.4623539762677,140.41009521484375,6275000.0,0.0,0.0
2006-02-14,131.13773803710936,140.41010335286458,131.13773803710936,139.08547973632812,5805000.0,0.0,0.0
2006-02-15,139.08547973632812,139.08547973632812,137.76085611979167,139.08547973632812,1350000.0,0.0,0.0
2006-02-16,139.08547973632812,139.08547973632812,135.11160888671876,139.08547973632812,20.0,0.0,0.0
2006-02-17,133.78697204589844,137.7608425027073,131.13772507469253,133.78697204589844,20.0,0.0,0.0
2006-02-20,125.8392333984375,132.4623509457237,125.8392333984375,125.8392333984375,20.0,0.0,0.0
2006-02-21,121.86537433492727,121.86537433492727,112.59300889640019,115.24225616455078,1485000.0,0.0,0.0
2006-02-22,119.21613311767578,119.21613311767578,119.21613311767578,119.21613311767578,250000.0,0.0,0.0
2006-02-23,117.89152526855469,117.89152526855469,117.89152526855469,117.89152526855469,105000.0,0.0,0.0
2006-02-24,119.21613311767578,120.54075681898328,119.21613311767578,119.21613311767578,20.0,0.0,0.0
2006-02-27,119.21613311767578,119.21613311767578,119.21613311767578,119.21613311767578,10.0,0.0,0.0
2006-02-28,121.86536407470705,121.86536407470705,119.21611702960472,121.86536407470703,20.0,0.0,0.0
2006-03-01,117.89152526855469,119.21614914797665,117.89152526855469,117.89152526855469,20.0,0.0,0.0
2006-03-02,105.9698907260237,119.21612706677666,105.9698907260237,115.24225616455078,675000.0,0.0,0.0
2006-03-03,107.29449280825528,116.56685638427734,107.29449280825528,116.56685638427734,525000.0,0.0,0.0
2006-03-06,115.24223301627418,116.56685638427734,109.94373954426159,116.56685638427734,630000.0,0.0,0.0
2006-03-07,119.21613311767578,119.21613311767578,117.89150941636827,119.21613311767578,20.0,0.0,0.0
2006-03-08,120.54076385498047,120.54076385498047,116.566892519102,120.54076385498047,20.0,0.0,0.0
2006-03-09,120.54076385498047,120.54076385498047,119.2161400763543,120.54076385498047,20.0,0.0,0.0
2006-03-10,120.54076385498047,120.54076385498047,120.54076385498047,120.54076385498047,25000.0,0.0,0.0
2006-03-13,120.54076385498047,120.54076385498047,120.54076385498047,120.54076385498047,25000.0,0.0,0.0
2006-03-14,120.54075681898328,119.21613311767578,116.56688571506076,119.21613311767578,20.0,0.0,0.0
2006-03-15,119.2161400763543,120.54076385498047,120.54076385498047,120.54076385498047,20.0,0.0,0.0
2006-03-16,120.54076385498047,120.54076385498047,120.54076385498047,120.54076385498047,75000.0,0.0,0.0
2006-03-17,120.54076385498047,120.54076385498047,120.54076385498047,120.54076385498047,232500.0,0.0,0.0
2006-03-20,120.54076385498047,120.54076385498047,120.54076385498047,120.54076385498047,15.0,0.0,0.0
2006-03-21,120.54075681898328,119.21613311767578,119.21613311767578,119.21613311767578,20.0,0.0,0.0
2006-03-22,119.21613311767578,119.21613311767578,119.21613311767578,119.21613311767578,20.0,0.0,0.0
2006-03-23,119.21613311767578,119.21613311767578,119.21613311767578,119.21613311767578,25000.0,0.0,0.0
2006-03-24,119.21613311767578,119.21613311767578,119.21613311767578,119.21613311767578,25000.0,0.0,0.0
2006-03-27,119.21613311767578,119.21613311767578,119.21613311767578,119.21613311767578,25000.0,0.0,0.0
2006-03-28,120.54076385498047,120.54076385498047,116.566892519102,120.54076385498047,20.0,0.0,0.0
2006-03-29,121.86536407470705,121.86536407470705,119.21611702960472,121.86536407470703,20.0,0.0,0.0
2006-03-30,121.86536407470705,121.86536407470705,121.86536407470705,121.86536407470703,0.0,0.0,0.0
2006-03-31,121.86536407470705,121.86536407470705,121.86536407470705,121.86536407470703,0.0,0.0,0.0
2006-04-03,121.86536407470705,121.86536407470705,121.86536407470705,121.86536407470703,2500.0,0.0,0.0
2006-04-04,119.21613311767578,119.21613311767578,119.21613311767578,119.21613311767578,37500.0,0.0,0.0
2006-04-05,121.86536407470705,121.86536407470705,116.56686998450239,121.86536407470703,20.0,0.0,0.0
2006-04-06,120.54076385498047,120.54076385498047,120.54076385498047,120.54076385498047,2500.0,0.0,0.0
2006-04-07,120.54076385498047,120.54076385498047,120.54076385498047,120.54076385498047,15.0,0.0,0.0
2006-04-10,120.54076385498047,120.54076385498047,120.54076385498047,120.54076385498047,0.0,0.0,0.0
2006-04-11,120.54076385498047,120.54076385498047,120.54076385498047,120.54076385498047,15.0,0.0,0.0
2006-04-12,116.56685638427734,116.56685638427734,116.56685638427734,116.56685638427734,15000.0,0.0,0.0
2006-04-13,116.56685638427734,116.56685638427734,116.56685638427734,116.56685638427734,20.0,0.0,0.0
2006-04-14,116.56685638427734,116.56685638427734,116.56685638427734,116.56685638427734,0.0,0.0,0.0
2006-04-17,116.56685638427734,116.56685638427734,116.56685638427734,116.56685638427734,20.0,0.0,0.0
2006-04-18,119.21613311767578,120.54075681898328,119.21613311767578,119.21613311767578,20.0,0.0,0.0
2006-04-19,119.21613311767578,119.21613311767578,119.21613311767578,119.21613311767578,15.0,0.0,0.0
2006-04-20,120.54076385498047,120.54076385498047,116.566892519102,120.54076385498047,20.0,0.0,0.0
2006-04-21,119.21613311767578,119.21613311767578,116.56688571506076,119.21613311767578,20.0,0.0,0.0
2006-04-24,119.21613311767578,119.21613311767578,116.56688571506076,119.21613311767578,20.0,0.0,0.0
2006-04-25,119.21613311767578,119.21613311767578,119.21613311767578,119.21613311767578,15.0,0.0,0.0
2006-04-26,121.86536407470705,121.86536407470705,121.86536407470705,121.86536407470703,125000.0,0.0,0.0
2006-04-27,123.1900100708008,123.1900100708008,123.1900100708008,123.19001007080078,250000.0,0.0,0.0
2006-04-28,123.19001141223279,120.54076385498047,120.54076385498047,120.54076385498047,20.0,0.0,0.0
2006-05-01,120.54076385498047,120.54076385498047,120.54076385498047,120.54076385498047,15.0,0.0,0.0
2006-05-02,120.54076385498047,120.54076385498047,120.54076385498047,120.54076385498047,15.0,0.0,0.0
2006-05-03,120.54076385498047,120.54076385498047,120.54076385498047,120.54076385498047,15.0,0.0,0.0
2006-05-04,119.21613311767578,119.21613311767578,119.21613311767578,119.21613311767578,12500.0,0.0,0.0
2006-05-05,119.21613311767578,119.21613311767578,119.21613311767578,119.21613311767578,0.0,0.0,0.0
2006-05-08,119.21613311767578,119.21613311767578,119.21613311767578,119.21613311767578,50000.0,0.0,0.0
2006-05-09,116.56685638427734,116.56685638427734,116.56685638427734,116.56685638427734,37500.0,0.0,0.0
2006-05-10,116.56685638427734,116.56685638427734,116.56685638427734,116.56685638427734,20.0,0.0,0.0
