Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-09-29,45.73207473754883,45.73207473754883,45.73207473754883,45.73207473754883,125000,0.0,0.0
2005-09-30,46.968074798583984,46.968074798583984,45.732072830200195,46.968074798583984,612500,0.0,0.0
2005-10-04,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,125000,0.0,0.0
2005-10-05,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,125000,0.0,0.0
2005-10-06,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,125000,0.0,0.0
2005-10-07,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,125000,0.0,0.0
2005-10-10,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,125000,0.0,0.0
2005-10-11,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,125000,0.0,0.0
2005-10-12,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,125000,0.0,0.0
2005-10-13,46.72087860107422,46.72087860107422,46.72087860107422,46.72087860107422,125000,0.0,0.0
2005-10-14,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,125000,0.0,0.0
2005-10-17,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,0,0.0,0.0
2005-10-18,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,125000,0.0,0.0
2005-10-19,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,125000,0.0,0.0
2005-10-20,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,0,0.0,0.0
2005-10-21,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,125000,0.0,0.0
2005-10-24,46.72087860107422,46.968079964937075,46.72087860107422,46.72087860107422,137500,0.0,0.0
2005-10-25,46.72087860107422,46.72087860107422,46.72087860107422,46.72087860107422,0,0.0,0.0
2005-10-26,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,125000,0.0,0.0
2005-10-27,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,125000,0.0,0.0
2005-10-28,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,125000,0.0,0.0
2005-10-31,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,125000,0.0,0.0
2005-11-07,46.968074798583984,46.968074798583984,46.968074798583984,46.968074798583984,0,0.0,0.0
